,Observation id,Observation date,Description,Media file,Total length,FPS,Oleamide Exposure,Experimental Day,Photoperiod,Human Disturbance,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop,ind,obs,date,time,rtime
1643,P13 d6_Short,9/11/22 12:24,NA,/Volumes/McCoy Octo Data/PreyVideos/13/Sep11 (exp)/P13_d6_Short.mov,7203.2,29.97,exposure,6,day,yes,Swim Crab3,Stationary,NA,Alert Sitting,STATE,3164.093,3240.157,76.064,NA,NA,P13,d6_Short,9/11/22,12:24:00,13:16:44
1644,P13 d6_Short,9/11/22 12:24,NA,/Volumes/McCoy Octo Data/PreyVideos/13/Sep11 (exp)/P13_d6_Short.mov,7203.2,29.97,exposure,6,day,yes,Snail2,Roaming,NA,None,STATE,3165.368,6603.573,3438.205,NA,NA,P13,d6_Short,9/11/22,12:24:00,13:16:45
1645,P14 d9_Short,9/14/22 12:12,NA,/Volumes/McCoy Octo Data/PreyVideos/14/Sep14 (post)/P14_d9_Short.mov,7203.2,29.97,post,9,day,yes,Swim Crab2,Roaming,NA,None,STATE,3168.17,3195.114,26.944,NA,NA,P14,d9_Short,9/14/22,12:12:00,13:04:48
1646,P13 d9_Short,9/14/22 12:13,NA,/Volumes/McCoy Octo Data/PreyVideos/13/Sep14 (post)/P13_d9_Short.mov,9004,29.97,post,9,day,no,Hermit Crab2,Roaming,NA,None,STATE,3171.343,3262.84,91.497,NA,NA,P13,d9_Short,9/14/22,12:13:00,13:05:51
1647,P15 d6_Short,10/4/22 12:17,NA,/Volumes/McCoy Octo Data/PreyVideos/15/Oct4 (exp)/P15_d6_Short.mov,7203.2,29.97,exposure,6,day,yes,Hermit Crab1,Stationary,NA,Alert Sitting,STATE,3173.266,3180.113,6.847,NA,NA,P15,d6_Short,10/4/22,12:17:00,13:09:53
1648,P15 d6_Short,10/4/22 12:17,NA,/Volumes/McCoy Octo Data/PreyVideos/15/Oct4 (exp)/P15_d6_Short.mov,7203.2,29.97,exposure,6,day,yes,Hermit Crab3,Roaming,NA,None,STATE,3176.053,3497.952,321.899,NA,NA,P15,d6_Short,10/4/22,12:17:00,13:09:56
1649,P13 d9_Short,9/14/22 12:13,NA,/Volumes/McCoy Octo Data/PreyVideos/13/Sep14 (post)/P13_d9_Short.mov,9004,29.97,post,9,day,no,Swim Crab3,Roaming,NA,None,STATE,3179.598,3368.89,189.292,NA,NA,P13,d9_Short,9/14/22,12:13:00,13:06:00
1650,P14 d2_Short,9/7/22 12:24,NA,/Volumes/McCoy Octo Data/PreyVideos/14/Sep7 (d2)/P14_d2_Short.mov,7203.2,29.97,pre,2,day,yes,Hermit Crab3,Roaming,NA,None,STATE,3179.847,3383.823,203.976,NA,NA,P14,d2_Short,9/7/22,12:24:00,13:17:00
1651,P15 d6_Short,10/4/22 12:17,NA,/Volumes/McCoy Octo Data/PreyVideos/15/Oct4 (exp)/P15_d6_Short.mov,7203.2,29.97,exposure,6,day,yes,Hermit Crab1,Roaming,NA,None,STATE,3180.114,3619.15,439.036,NA,NA,P15,d6_Short,10/4/22,12:17:00,13:10:00
1652,P16 d6_Short,10/4/22 12:17,NA,/Volumes/McCoy Octo Data/PreyVideos/16/Oct4 (active)/P16_d6_Short.mov,7203.2,29.97,exposure,6,day,no,Swim Crab1,Stationary,NA,Alert Sitting,STATE,3183.051,3203.05,19.999,NA,NA,P16,d6_Short,10/4/22,12:17:00,13:10:03
1653,P16 d2_Short,10/1/22 12:30,NA,/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov,5402.4,29.97,pre,2,day,yes,Swim Crab1,Roaming,NA,None,STATE,3190.311,3489.914,299.603,NA,NA,P16,d2_Short,10/1/22,12:30:00,13:23:10
1654,P14 d9_Short,9/14/22 12:12,NA,/Volumes/McCoy Octo Data/PreyVideos/14/Sep14 (post)/P14_d9_Short.mov,7203.2,29.97,post,9,day,yes,Swim Crab1,Stationary,NA,Alert Sitting,STATE,3191.76,3246.913,55.153,NA,NA,P14,d9_Short,9/14/22,12:12:00,13:05:12
1655,P14 d9_Short,9/14/22 12:12,NA,/Volumes/McCoy Octo Data/PreyVideos/14/Sep14 (post)/P14_d9_Short.mov,7203.2,29.97,post,9,day,yes,Swim Crab2,Stationary,NA,Alert Sitting,STATE,3195.115,3332.837,137.722,NA,NA,P14,d9_Short,9/14/22,12:12:00,13:05:15
1656,P15 d2_Short,10/1/22 12:30,NA,/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov,5402.4,29.97,pre,2,day,yes,Swim Crab2,Roaming,NA,None,STATE,3197.643,3267.676,70.033,NA,NA,P15,d2_Short,10/1/22,12:30:00,13:23:18
1657,P16 d6_Short,10/4/22 12:17,NA,/Volumes/McCoy Octo Data/PreyVideos/16/Oct4 (active)/P16_d6_Short.mov,7203.2,29.97,exposure,6,day,no,Swim Crab1,Roaming,NA,None,STATE,3203.051,3615.558,412.507,NA,NA,P16,d6_Short,10/4/22,12:17:00,13:10:23
1658,P13 d2_Short,9/7/22 12:25,NA,/Volumes/McCoy Octo Data/PreyVideos/13/Sep7 (d2)/P13_d2_Short.mov,7203.2,29.97,pre,2,day,yes,Snail1,Stationary,NA,Alert Sitting,STATE,3205.841,3463.783,257.942,NA,NA,P13,d2_Short,9/7/22,12:25:00,13:18:26
1659,P16 d2_Short,10/1/22 12:30,NA,/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov,5402.4,29.97,pre,2,day,yes,Swim Crab1,right,NA,NA,STATE,3207.875,4055.214,847.339,NA,NA,P16,d2_Short,10/1/22,12:30:00,13:23:28
1660,P16 d9_Short,10/7/22 12:18,NA,/Volumes/McCoy Octo Data/PreyVideos/16/Oct7 (post)/P16_d9_Short.mov,7203.2,29.97,post,9,day,no,Hermit Crab3,Stationary,NA,Alert Sitting,STATE,3208.63,3313.996,105.366,NA,NA,P16,d9_Short,10/7/22,12:18:00,13:11:29
1661,P14 d9_Short,9/14/22 12:12,NA,/Volumes/McCoy Octo Data/PreyVideos/14/Sep14 (post)/P14_d9_Short.mov,7203.2,29.97,post,9,day,yes,Hermit Crab3,right,NA,NA,STATE,3208.823,4129.045,920.222,NA,NA,P14,d9_Short,9/14/22,12:12:00,13:05:29
1662,P14 d6_Short,9/11/22 12:24,NA,/Volumes/McCoy Octo Data/PreyVideos/14/Sep11 (exp)/P14_d6_Short.mov,7203.2,29.97,exposure,6,day,yes,Swim Crab1,Roaming,NA,None,STATE,3214.289,3257.932,43.643,NA,NA,P14,d6_Short,9/11/22,12:24:00,13:17:34
1663,P15 d9_Short,10/7/22 12:18,NA,/Volumes/McCoy Octo Data/PreyVideos/15/Oct7 (post)/P15_d9_Short.mov,9004,29.97,post,9,day,yes,Swim Crab1,Roaming,NA,None,STATE,3216.045,3223.154,7.109,NA,NA,P15,d9_Short,10/7/22,12:18:00,13:11:36
1664,P15 d6_Short,10/4/22 12:17,NA,/Volumes/McCoy Octo Data/PreyVideos/15/Oct4 (exp)/P15_d6_Short.mov,7203.2,29.97,exposure,6,day,yes,Hermit Crab2,Stationary,NA,Alert Sitting,STATE,3216.649,3261.199,44.55,NA,NA,P15,d6_Short,10/4/22,12:17:00,13:10:37
1665,P15 d9_Short,10/7/22 12:18,NA,/Volumes/McCoy Octo Data/PreyVideos/15/Oct7 (post)/P15_d9_Short.mov,9004,29.97,post,9,day,yes,Swim Crab1,Stationary,NA,Alert Sitting,STATE,3223.155,3315.896,92.741,NA,NA,P15,d9_Short,10/7/22,12:18:00,13:11:43
1666,P16 d6_Short,10/4/22 12:17,NA,/Volumes/McCoy Octo Data/PreyVideos/16/Oct4 (active)/P16_d6_Short.mov,7203.2,29.97,exposure,6,day,no,Hermit Crab2,Stationary,NA,Alert Sitting,STATE,3226.668,3238.906,12.238,NA,NA,P16,d6_Short,10/4/22,12:17:00,13:10:47
1667,P14 d2_Short,9/7/22 12:24,NA,/Volumes/McCoy Octo Data/PreyVideos/14/Sep7 (d2)/P14_d2_Short.mov,7203.2,29.97,pre,2,day,yes,Hermit Crab2,Roaming,NA,None,STATE,3227.634,3237.633,9.999,NA,NA,P14,d2_Short,9/7/22,12:24:00,13:17:48
1668,P15 d9_Short,10/7/22 12:18,NA,/Volumes/McCoy Octo Data/PreyVideos/15/Oct7 (post)/P15_d9_Short.mov,9004,29.97,post,9,day,yes,Hermit Crab2,Roaming,NA,None,STATE,3227.643,3299.705,72.062,NA,NA,P15,d9_Short,10/7/22,12:18:00,13:11:48
1669,P16 d2_Short,10/1/22 12:30,NA,/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov,5402.4,29.97,pre,2,day,yes,Hermit Crab1,Roaming,NA,None,STATE,3235.197,3421.089,185.892,NA,NA,P16,d2_Short,10/1/22,12:30:00,13:23:55
1670,P14 d2_Short,9/7/22 12:24,NA,/Volumes/McCoy Octo Data/PreyVideos/14/Sep7 (d2)/P14_d2_Short.mov,7203.2,29.97,pre,2,day,yes,Hermit Crab2,Stationary,NA,Alert Sitting,STATE,3237.634,3279.688,42.054,NA,NA,P14,d2_Short,9/7/22,12:24:00,13:17:58
